store_id,transaction_id,timestamp,basket_value_inr
STORE_BLR_002,TXN_00066,2026-05-30T04:26:01Z,2785.21
STORE_BLR_002,TXN_00067,2026-05-30T04:25:40Z,3456.88
STORE_BLR_002,TXN_00068,2026-05-30T04:26:58Z,1122.97
STORE_BLR_002,TXN_00069,2026-05-30T04:28:17Z,1424.42
STORE_BLR_002,TXN_00070,2026-05-30T04:33:45Z,1957.05
STORE_BLR_002,TXN_00071,2026-05-30T04:36:56Z,2787.49
STORE_BLR_002,TXN_00072,2026-05-30T04:38:58Z,804.80
STORE_BLR_002,TXN_00073,2026-05-30T04:38:55Z,3241.47
STORE_BLR_002,TXN_00074,2026-05-30T04:41:49Z,871.54
STORE_BLR_002,TXN_00075,2026-05-30T04:40:02Z,1753.75
STORE_BLR_002,TXN_00076,2026-05-30T04:45:04Z,1412.10
STORE_BLR_002,TXN_00077,2026-05-30T04:46:29Z,2965.71
STORE_BLR_002,TXN_00078,2026-05-30T04:47:01Z,2374.34
STORE_BLR_002,TXN_00079,2026-05-30T04:49:33Z,2898.11
STORE_BLR_002,TXN_00080,2026-05-30T04:53:25Z,972.57
STORE_BLR_002,TXN_00081,2026-05-30T04:55:24Z,3228.63
STORE_BLR_002,TXN_00082,2026-05-30T04:57:05Z,769.15
STORE_BLR_002,TXN_00083,2026-05-30T04:57:24Z,733.47
STORE_BLR_002,TXN_00084,2026-05-30T05:02:11Z,973.46
STORE_BLR_002,TXN_00085,2026-05-30T05:01:42Z,1345.12
STORE_BLR_002,TXN_00086,2026-05-30T05:01:44Z,435.83
STORE_BLR_002,TXN_00087,2026-05-30T05:05:43Z,2068.30
STORE_BLR_002,TXN_00088,2026-05-30T05:07:37Z,2642.48
STORE_BLR_002,TXN_00089,2026-05-30T05:20:49Z,2584.36
STORE_DEL_004,TXN_00001,2026-05-30T02:22:12Z,1118.19
STORE_DEL_004,TXN_00002,2026-05-30T02:25:16Z,270.91
STORE_DEL_004,TXN_00003,2026-05-30T02:25:21Z,512.65
STORE_DEL_004,TXN_00004,2026-05-30T02:26:50Z,2525.32
STORE_DEL_004,TXN_00005,2026-05-30T02:28:40Z,3341.63
STORE_DEL_004,TXN_00006,2026-05-30T02:27:38Z,1023.54
STORE_DEL_004,TXN_00007,2026-05-30T02:30:30Z,3083.11
STORE_DEL_004,TXN_00008,2026-05-30T02:32:18Z,1496.91
STORE_DEL_004,TXN_00009,2026-05-30T02:32:35Z,916.12
STORE_DEL_004,TXN_00010,2026-05-30T02:33:18Z,3141.12
STORE_DEL_004,TXN_00011,2026-05-30T02:39:55Z,2880.91
STORE_DEL_004,TXN_00012,2026-05-30T02:41:05Z,3107.96
STORE_DEL_004,TXN_00013,2026-05-30T02:43:49Z,2998.87
STORE_DEL_004,TXN_00014,2026-05-30T02:43:34Z,1630.36
STORE_DEL_004,TXN_00015,2026-05-30T02:47:39Z,262.59
STORE_DEL_004,TXN_00016,2026-05-30T02:48:45Z,1323.20
STORE_DEL_004,TXN_00017,2026-05-30T02:49:42Z,1877.61
STORE_DEL_004,TXN_00018,2026-05-30T02:56:49Z,3243.01
STORE_DEL_004,TXN_00019,2026-05-30T02:58:42Z,874.53
STORE_DEL_004,TXN_00020,2026-05-30T03:05:17Z,2588.81
STORE_DEL_004,TXN_00021,2026-05-30T03:04:09Z,2053.95
STORE_DEL_004,TXN_00022,2026-05-30T03:03:55Z,2671.74
STORE_DEL_004,TXN_00023,2026-05-30T03:08:32Z,644.34
STORE_DEL_004,TXN_00024,2026-05-30T04:16:02Z,1890.96
STORE_DEL_004,TXN_00025,2026-05-30T03:15:25Z,2767.53
STORE_DEL_004,TXN_00026,2026-05-30T03:15:24Z,607.39
STORE_DEL_004,TXN_00027,2026-05-30T03:18:36Z,1557.05
STORE_DEL_004,TXN_00028,2026-05-30T03:21:25Z,1481.57
STORE_DEL_004,TXN_00029,2026-05-30T03:21:27Z,1659.11
STORE_DEL_004,TXN_00030,2026-05-30T03:25:54Z,1126.32
STORE_DEL_004,TXN_00031,2026-05-30T03:27:50Z,584.98
STORE_DEL_004,TXN_00032,2026-05-30T03:29:23Z,2874.54
STORE_DEL_004,TXN_00033,2026-05-30T03:29:39Z,2089.59
STORE_DEL_004,TXN_00034,2026-05-30T03:33:24Z,1000.60
STORE_DEL_004,TXN_00035,2026-05-30T03:34:42Z,3356.48
STORE_DEL_004,TXN_00036,2026-05-30T03:34:12Z,2419.39
STORE_DEL_004,TXN_00037,2026-05-30T03:35:17Z,345.47
STORE_DEL_004,TXN_00038,2026-05-30T03:42:50Z,3455.04
STORE_DEL_004,TXN_00039,2026-05-30T03:45:01Z,408.69
STORE_DEL_004,TXN_00040,2026-05-30T03:47:59Z,1206.28
STORE_DEL_004,TXN_00041,2026-05-30T03:51:24Z,1176.28
STORE_DEL_004,TXN_00042,2026-05-30T03:51:34Z,696.22
STORE_DEL_004,TXN_00043,2026-05-30T03:53:31Z,1212.03
STORE_DEL_004,TXN_00044,2026-05-30T03:52:56Z,1717.05
STORE_DEL_004,TXN_00045,2026-05-30T04:05:34Z,2405.36
STORE_DEL_004,TXN_00046,2026-05-30T04:11:47Z,3110.83
STORE_DEL_004,TXN_00047,2026-05-30T04:09:41Z,3250.36
STORE_DEL_004,TXN_00048,2026-05-30T04:11:19Z,813.32
STORE_DEL_004,TXN_00049,2026-05-30T04:13:51Z,777.23
STORE_DEL_004,TXN_00050,2026-05-30T04:24:14Z,1734.27
STORE_DEL_004,TXN_00051,2026-05-30T04:27:01Z,520.39
STORE_DEL_004,TXN_00052,2026-05-30T04:28:39Z,3325.92
STORE_DEL_004,TXN_00053,2026-05-30T04:29:36Z,343.51
STORE_DEL_004,TXN_00054,2026-05-30T04:36:43Z,1962.72
STORE_DEL_004,TXN_00055,2026-05-30T04:36:32Z,3101.63
STORE_DEL_004,TXN_00056,2026-05-30T04:37:42Z,459.04
STORE_DEL_004,TXN_00057,2026-05-30T04:37:39Z,585.43
STORE_DEL_004,TXN_00058,2026-05-30T04:40:38Z,446.45
STORE_DEL_004,TXN_00059,2026-05-30T04:42:38Z,1462.71
STORE_DEL_004,TXN_00060,2026-05-30T04:49:26Z,2281.20
STORE_DEL_004,TXN_00061,2026-05-30T04:55:37Z,525.05
STORE_DEL_004,TXN_00062,2026-05-30T04:56:54Z,1571.70
STORE_DEL_004,TXN_00063,2026-05-30T04:58:40Z,360.86
STORE_DEL_004,TXN_00064,2026-05-30T05:03:29Z,1403.08
STORE_DEL_004,TXN_00065,2026-05-30T05:07:59Z,1792.53
STORE_DEL_004,TXN_00066,2026-05-30T05:09:39Z,2794.17
STORE_DEL_004,TXN_00067,2026-05-30T05:11:50Z,2168.30
STORE_MUM_001,TXN_00001,2026-05-30T02:18:29Z,1818.33
STORE_MUM_001,TXN_00002,2026-05-30T02:29:53Z,2893.29
STORE_MUM_001,TXN_00003,2026-05-30T02:30:38Z,361.81
STORE_MUM_001,TXN_00004,2026-05-30T02:30:38Z,1062.49
STORE_MUM_001,TXN_00005,2026-05-30T02:35:53Z,2210.37
STORE_MUM_001,TXN_00006,2026-05-30T02:38:13Z,2937.26
STORE_MUM_001,TXN_00007,2026-05-30T02:38:35Z,2479.05
STORE_MUM_001,TXN_00008,2026-05-30T02:40:02Z,1735.02
STORE_MUM_001,TXN_00009,2026-05-30T02:43:42Z,2243.31
STORE_MUM_001,TXN_00010,2026-05-30T02:43:23Z,1015.88
STORE_MUM_001,TXN_00011,2026-05-30T02:45:36Z,1993.12
STORE_MUM_001,TXN_00012,2026-05-30T02:49:11Z,2034.19
STORE_MUM_001,TXN_00013,2026-05-30T03:26:16Z,2372.18
STORE_MUM_001,TXN_00014,2026-05-30T02:57:35Z,758.36
STORE_MUM_001,TXN_00015,2026-05-30T02:58:55Z,1024.72
STORE_MUM_001,TXN_00016,2026-05-30T03:01:53Z,2908.44
STORE_MUM_001,TXN_00017,2026-05-30T03:09:03Z,3253.87
STORE_MUM_001,TXN_00018,2026-05-30T03:13:37Z,2093.52
STORE_MUM_001,TXN_00019,2026-05-30T03:20:03Z,736.40
STORE_MUM_001,TXN_00020,2026-05-30T03:25:47Z,3330.01
STORE_MUM_001,TXN_00021,2026-05-30T03:26:46Z,1698.22
STORE_MUM_001,TXN_00022,2026-05-30T03:26:26Z,2256.07
STORE_MUM_001,TXN_00023,2026-05-30T03:29:45Z,1117.84
STORE_MUM_001,TXN_00024,2026-05-30T03:44:50Z,2358.36
STORE_MUM_001,TXN_00025,2026-05-30T03:34:43Z,1316.21
STORE_MUM_001,TXN_00026,2026-05-30T03:41:37Z,2565.86
STORE_MUM_001,TXN_00027,2026-05-30T03:42:26Z,1038.52
STORE_MUM_001,TXN_00028,2026-05-30T03:47:30Z,2144.26
STORE_MUM_001,TXN_00029,2026-05-30T03:49:10Z,2438.40
STORE_MUM_001,TXN_00030,2026-05-30T03:51:14Z,3474.88
STORE_MUM_001,TXN_00031,2026-05-30T03:51:21Z,2206.84
STORE_MUM_001,TXN_00032,2026-05-30T03:57:01Z,2441.46
STORE_MUM_001,TXN_00033,2026-05-30T04:02:34Z,2151.04
STORE_MUM_001,TXN_00034,2026-05-30T04:03:25Z,2530.71
STORE_MUM_001,TXN_00035,2026-05-30T04:03:33Z,3398.20
STORE_MUM_001,TXN_00036,2026-05-30T04:05:17Z,3084.04
STORE_MUM_001,TXN_00037,2026-05-30T04:06:31Z,414.36
STORE_MUM_001,TXN_00038,2026-05-30T04:06:44Z,2226.72
STORE_MUM_001,TXN_00039,2026-05-30T04:15:45Z,2767.45
STORE_MUM_001,TXN_00040,2026-05-30T04:16:47Z,3168.31
STORE_MUM_001,TXN_00041,2026-05-30T04:17:43Z,1317.22
STORE_MUM_001,TXN_00042,2026-05-30T04:18:16Z,749.29
STORE_MUM_001,TXN_00043,2026-05-30T04:20:36Z,356.92
STORE_MUM_001,TXN_00044,2026-05-30T04:29:44Z,2119.79
STORE_MUM_001,TXN_00045,2026-05-30T04:21:46Z,2874.66
STORE_MUM_001,TXN_00046,2026-05-30T04:24:07Z,2584.29
STORE_MUM_001,TXN_00047,2026-05-30T04:34:49Z,2742.23
STORE_MUM_001,TXN_00048,2026-05-30T04:39:37Z,1801.31
STORE_MUM_001,TXN_00049,2026-05-30T04:40:06Z,3238.63
STORE_MUM_001,TXN_00050,2026-05-30T04:42:28Z,843.27
STORE_MUM_001,TXN_00051,2026-05-30T04:43:27Z,925.03
STORE_MUM_001,TXN_00052,2026-05-30T04:51:11Z,3134.49
STORE_MUM_001,TXN_00053,2026-05-30T04:59:22Z,2938.85
STORE_MUM_001,TXN_00054,2026-05-30T04:59:52Z,927.65
STORE_MUM_001,TXN_00055,2026-05-30T04:58:34Z,2288.62
STORE_MUM_001,TXN_00056,2026-05-30T05:03:42Z,1627.60
STORE_MUM_001,TXN_00057,2026-05-30T05:06:19Z,3081.85
STORE_MUM_001,TXN_00058,2026-05-30T05:06:39Z,2759.90
STORE_MUM_001,TXN_00059,2026-05-30T05:11:38Z,1734.84
STORE_MUM_001,TXN_00060,2026-05-30T05:13:38Z,1766.71
STORE_MUM_001,TXN_00061,2026-05-30T05:14:34Z,1899.47
STORE_MUM_001,TXN_00062,2026-05-30T05:14:53Z,2328.37
STORE_MUM_001,TXN_00063,2026-05-30T05:14:17Z,1818.44
STORE_MUM_001,TXN_00064,2026-05-30T05:15:39Z,2158.36
STORE_MUM_001,TXN_00065,2026-05-30T05:17:42Z,2589.50
